STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2018,,76.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2019,,76.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2020,,75.2,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2021,,74.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2022,,75.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LT,Lithuania,2023,,77.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2014,,82.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2015,,82.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2016,,82.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2017,,82.1,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2018,,82.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2019,,82.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2020,,82.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2021,,82.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2022,,83.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LU,Luxembourg,2023,,83.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2014,,74.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2015,,74.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2016,,74.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2017,,74.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2018,,75.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2019,,75.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2020,,75.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2021,,73.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2022,,74.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,LV,Latvia,2023,,75.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MD,Moldova,2023,,71.9,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2014,,76.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2015,,76.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2016,,76.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2017,,76.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2018,,76.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2019,,76.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2020,,75.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2021,,73.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,ME,Montenegro,2023,,77.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2014,,75.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2015,,75.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2016,,75.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2017,,76.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2018,,76.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2019,,76.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2020,,74.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MK,North Macedonia,2021,,73.2,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2014,,82.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2015,,81.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2016,,82.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2017,,82.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2018,,82.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2019,,82.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2020,,82.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2021,,82.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2022,,82.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,MT,Malta,2023,,83.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2014,,81.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2015,,81.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2016,,81.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2017,,81.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2018,,81.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2019,,82.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2020,,81.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2021,,81.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2022,,81.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NL,Netherlands,2023,,81.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2014,,82.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2015,,82.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2016,,82.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2017,,82.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2018,,82.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2019,,83.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2020,,83.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2021,,83.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2022,,82.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,NO,Norway,2023,,83.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2014,,77.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2015,,77.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2016,,78.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2017,,77.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2018,,77.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2019,,78.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2020,,76.4,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2021,,75.4,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2022,,77.2,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PL,Poland,2023,,78.4,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2014,,81.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2015,,81.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2016,,81.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2017,,81.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2018,,81.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2019,,81.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2020,,81.5,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2021,,81.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2022,,81.8,,bp,"break in time series, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,PT,Portugal,2023,,82.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2014,,75.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2015,,74.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2016,,75.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2017,,75.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2018,,75.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2019,,75.6,,e,estimated,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2020,,74.2,,e,estimated,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2021,,72.8,,e,estimated,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2022,,75.1,,e,estimated,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RO,Romania,2023,,76.4,,e,estimated,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2014,,75.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2015,,75.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2016,,75.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2017,,75.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2018,,75.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2019,,76.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2020,,74.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2021,,72.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2022,,75.2,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,RS,Serbia,2023,,76.2,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2014,,82.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2015,,82.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2016,,82.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2017,,82.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2018,,82.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2019,,83.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2020,,82.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2021,,83.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2022,,83.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SE,Sweden,2023,,83.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SI,Slovenia,2014,,81.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SI,Slovenia,2015,,80.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SI,Slovenia,2016,,81.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SI,Slovenia,2017,,81.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SI,Slovenia,2018,,81.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SI,Slovenia,2019,,81.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SI,Slovenia,2020,,80.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SI,Slovenia,2021,,80.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SI,Slovenia,2022,,81.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SI,Slovenia,2023,,82.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SK,Slovakia,2014,,77.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SK,Slovakia,2015,,76.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SK,Slovakia,2016,,77.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SK,Slovakia,2017,,77.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SK,Slovakia,2018,,77.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SK,Slovakia,2019,,77.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SK,Slovakia,2020,,77.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SK,Slovakia,2021,,74.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SK,Slovakia,2022,,77.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,SK,Slovakia,2023,,78.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,TR,Türkiye,2014,,78.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,TR,Türkiye,2015,,78.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC(1.0),Life expectancy by age and sex,A,Annual,YR,Year,T,Total,Y_LT1,Less than 1 year,TR,Türkiye,2016,,78.1,,,,,
